0.39245,0.22012
0.81849,0.58535
0.23288,0.60863
0.72954,0.71172
0.019883,0.84352
0.4473,0.79139
0.45749,0.69764
0.1385,0.13067
0.73724,0.24453
0.22753,0.66018
0.59819,0.94869
0.55066,0.88074
0.69322,0.8873
0.52019,0.12432
0.28633,0.4747
0.85925,0.44952
0.28773,0.73832
0.067695,0.64224
0.087774,0.49293
0.81967,0.84456
0.50108,0.10737
0.32377,0.15456
0.61972,0.43471
0.029057,0.32095
0.79878,0.34391
0.99395,0.43237
0.92056,0.69593
0.52517,0.21102
0.22673,0.67287
0.69413,0.019281
0.87299,0.36186
0.15527,0.70228
0.61046,0.42596
0.63819,0.37626
0.27239,0.62791
0.96222,0.28378
0.81854,0.43759
0.65161,0.89836
0.26117,0.43014
0.81715,0.40717
0.97699,0.65095
0.71601,0.37068
0.65344,0.15878
0.16962,0.93859
0.54445,0.51497
0.67047,0.71287
0.70598,0.30515
0.89005,0.54659
0.14926,0.79036
0.19502,0.2202
0.20958,0.49369
0.80962,0.21159
0.33542,0.28452
0.061604,0.41834
0.048245,0.012596
0.45205,0.32126
0.23994,0.49524
0.84015,0.2816
0.6974,0.78597
0.08628,0.44295
0.18492,0.92584
0.58614,0.99094
0.69774,0.21898
0.41194,0.29018
0.24225,0.52337
0.61386,0.37926
0.90764,0.91112
0.56362,0.49223
0.62335,0.076045
0.85651,0.55514
0.79735,0.067162
0.11299,0.58655
0.0964,0.26195
0.41213,0.6825
0.65891,0.77418
0.97212,0.053726
0.94925,0.86482
0.43998,0.99597
0.65822,0.26734
0.6083,0.19606
0.24632,0.43032
0.23511,0.66759
0.6997,0.9115
0.41395,0.259
0.66077,0.98768
0.58581,0.45206
0.21706,0.16853
0.69993,0.37288
0.43953,0.34418
0.48188,0.0029237
0.7238,0.48848
0.10807,0.25852
0.89515,0.59861
0.92423,0.36634
0.1046,0.75005
0.75613,0.74476
0.87159,0.47468
0.038321,0.88929
0.68267,0.44727
0.23632,0.2732
0.4215,0.90675
0.42303,0.10853
0.73432,0.29459
0.92821,0.62219
0.41391,0.0056566
0.88238,0.76307
0.62718,0.32947
0.68696,0.91791
0.50007,0.46809
0.47771,0.75839
0.67593,0.68709
0.63853,0.86427
0.98705,0.66199
0.86323,0.74834
0.20706,0.5217
0.3986,0.01924
0.04423,0.054242
0.20969,0.39727
0.98902,0.14921
0.16074,0.034497
0.35952,0.83712
0.44116,0.48778
0.65753,0.73672
0.27279,0.15616
0.18235,0.27929
0.4584,0.8062
0.22443,0.44048
0.151,0.78376
0.48185,0.174
0.54017,0.72859
0.89696,0.52126
0.8958,0.14864
0.8426,0.19493
0.90545,0.53374
0.054225,0.30153
0.44316,0.51399
0.86256,0.02361
0.62478,0.14954
0.53268,0.94818
0.58154,0.041635
0.3818,0.076001
0.57184,0.50299
0.016982,0.24714
0.76395,0.79197
0.49717,0.58844
0.93955,0.55272
0.66303,0.13368
0.14482,0.95541
0.46575,0.89004
0.32363,0.19089
0.13561,0.93395
0.71056,0.1121
0.49642,0.20773
0.30602,0.56048
0.12651,0.31998
0.5055,0.70638
0.058113,0.96021
0.2442,0.43366
0.25383,0.75553
0.3265,0.14329
0.58968,0.31276
0.78134,0.36615
0.16906,0.99081
0.80113,0.42033
0.26843,0.61812
0.56625,0.071753
0.69421,0.4054
0.83043,0.26292
0.34871,0.86109
0.46237,0.20384
0.19952,0.392
0.8383,0.50715
0.13537,0.6782
0.17968,0.58708
0.55568,0.67073
0.82385,0.85204
0.70881,0.30299
0.097787,0.28484
0.82257,0.11832
0.75789,0.53416
0.96978,0.96017
0.5379,0.47461
0.059007,0.70078
0.15518,0.19305
0.29926,0.91913
0.75739,0.97826
0.60503,0.96012
0.80272,0.392
0.28451,0.40003
0.38498,0.65494
0.90027,0.56199
0.54992,0.79695
0.81671,0.80074
0.78624,0.41262
0.43806,0.41434
0.057435,0.41371
0.19831,0.16379
0.37131,0.46366
0.19519,0.2803
0.55345,0.99555
0.41728,0.12589
0.45082,0.57598
0.42972,0.63743
0.836,0.19045
0.044363,0.89512
0.65324,0.73773
0.95272,0.28718
0.9079,0.15456
0.13507,0.034896
0.46249,0.10134
0.80658,0.64269
0.75687,0.57215
0.6709,0.42888
0.42017,0.68919
0.10063,0.86144
0.7337,0.19444
0.80774,0.22082
0.91659,0.65537
0.76413,0.8875
0.91434,0.31059
0.5722,0.67032
0.60984,0.36263
0.95131,0.16711
0.32403,0.67054
0.53952,0.022413
0.35089,0.34406
0.83248,0.62981
0.34657,0.081958
0.047883,0.6761
0.14978,0.69996
0.52954,0.64488
0.15452,0.23518
0.44223,0.036044
0.74786,0.29941
0.1655,0.37918
0.91417,0.80711
0.71799,0.009224
0.69546,0.77787
0.21253,0.65261
0.73417,0.98912
0.18884,0.66357
0.010349,0.41864
0.642,0.89596
0.073836,0.5913
0.36769,0.52839
0.84456,0.7551
0.59727,0.78566
0.56972,0.96906
0.96703,0.31666
0.048059,0.23632
0.87381,0.63855
0.96794,0.59607
0.8883,0.82675
0.016034,0.21541
0.56656,0.66908
0.50439,0.24122
0.15879,0.32703
0.90236,0.57612
0.76278,0.069713
0.8329,0.47251
0.86537,0.10566
0.4272,0.33276
0.17333,0.63348
0.44962,0.38195
0.99938,0.22461
0.99737,0.04971
0.96473,0.58377
0.58936,0.91438
0.98003,0.18061
0.26689,0.19374
0.51448,0.65909
0.057509,0.94335
0.068443,0.32806
0.19616,0.56756
0.063574,0.15874
0.11057,0.75644
0.54639,0.36932
0.0022141,0.25855
0.38323,0.59481
0.80632,0.36439
0.67099,0.3424
0.9542,0.34078
0.56654,0.58337
0.61087,0.34775
0.22194,0.38166
0.062842,0.76078
0.37175,0.29904
0.80095,0.77244
0.080573,0.74496
0.61816,0.36894
0.56069,0.40559
0.015988,0.60606
0.049788,0.69641
0.73377,0.79693
0.93088,0.2375
0.070171,0.39006
0.89499,0.59065
0.78616,0.047587
0.32853,0.80749
0.38804,0.67361
0.86413,0.073459
0.0066089,0.6943
0.0057674,0.20486
0.48275,0.5786
0.47333,0.93917
0.24883,0.89563
0.29301,0.80104
0.89249,0.87405
0.18573,0.16982
0.62202,0.8024
0.54487,0.76551
0.68642,0.38691
0.98299,0.77788
0.26699,0.29693
0.25585,0.7087
0.55841,0.68825
0.34831,0.26818
0.72372,0.21404
0.57731,0.45737
0.33669,0.68453
0.73576,0.93678
0.60847,0.58629
