0.42823,-0.8549
0.82765,-1.1871
0.57218,-0.97464
0.63202,-1.0244
0.14694,-0.62092
0.045414,-0.53648
0.80087,-1.1649
0.79387,-1.159
0.6297,-1.0225
0.89468,-1.2429
0.76142,-1.132
0.0098666,-0.50691
0.78709,-1.1534
0.90408,-1.2507
0.39007,-0.82316
0.84271,-1.1997
0.81519,-1.1768
0.45011,-0.8731
0.80163,-1.1655
0.63238,-1.0247
0.20243,-0.66708
0.40512,-0.83568
0.28861,-0.73876
0.49583,-0.91113
0.31028,-0.75679
0.074134,-0.56036
0.75581,-1.1274
0.011264,-0.50807
0.18842,-0.65543
0.39584,-0.82796
0.35136,-0.79096
0.55558,-0.96083
0.3778,-0.81296
0.39731,-0.82919
0.61939,-1.0139
0.24143,-0.69952
0.52553,-0.93584
0.15844,-0.63049
0.20919,-0.6727
0.694,-1.076
0.43093,-0.85715
0.49444,-0.90998
0.23546,-0.69455
0.087064,-0.57112
0.40235,-0.83338
0.91378,-1.2588
0.52362,-0.93425
0.74954,-1.1222
0.70326,-1.0837
0.028572,-0.52247
0.66223,-1.0495
0.36978,-0.80629
0.64572,-1.0358
0.97884,-1.3129
0.25418,-0.71013
0.3287,-0.77211
0.25323,-0.70934
0.62012,-1.0145
0.92337,-1.2668
0.99896,-1.3296
0.88231,-1.2326
0.38548,-0.81934
0.76201,-1.1325
0.078588,-0.56407
0.63299,-1.0252
0.56751,-0.97076
0.6726,-1.0582
0.82311,-1.1834
0.87986,-1.2306
0.10705,-0.58775
0.079878,-0.56514
0.38718,-0.82075
0.74962,-1.1222
0.8287,-1.188
0.35508,-0.79405
0.33707,-0.77907
0.88152,-1.2319
0.84659,-1.2029
0.62943,-1.0223
0.62686,-1.0201
0.88703,-1.2365
0.67667,-1.0616
0.3904,-0.82343
0.17181,-0.64161
0.48305,-0.9005
0.61658,-1.0116
0.0461,-0.53705
0.3762,-0.81162
0.62955,-1.0224
0.62676,-1.02
0.87353,-1.2253
0.73231,-1.1078
0.28098,-0.73242
0.65367,-1.0424
0.97846,-1.3126
0.70658,-1.0864
0.68108,-1.0652
0.11504,-0.59439
0.060294,-0.54885
0.16072,-0.63239
0.85676,-1.2114
0.30632,-0.7535
0.17952,-0.64802
0.77507,-1.1434
0.46203,-0.88301
0.5861,-0.98622
0.7923,-1.1577
0.32337,-0.76768
0.27823,-0.73013
0.42375,-0.85117
0.53933,-0.94732
0.9266,-1.2694
0.80371,-1.1672
0.048305,-0.53888
0.052378,-0.54227
0.05041,-0.54063
0.27549,-0.72785
0.40936,-0.83921
0.7997,-1.1639
0.73314,-1.1085
0.99679,-1.3278
0.71423,-1.0928
0.50996,-0.92288
0.47767,-0.89602
0.3797,-0.81453
0.14918,-0.62279
0.89026,-1.2392
0.60402,-1.0011
0.17861,-0.64727
0.89188,-1.2406
0.87963,-1.2304
0.65349,-1.0423
0.080888,-0.56598
0.077478,-0.56315
0.44934,-0.87246
0.05939,-0.5481
0.2242,-0.68519
0.031906,-0.52524
0.26757,-0.72127
0.12337,-0.60132
0.75972,-1.1306
0.90485,-1.2514
0.45817,-0.8798
0.33491,-0.77728
0.84932,-1.2052
0.30033,-0.74851
0.2692,-0.72262
0.014025,-0.51037
0.87721,-1.2284
0.15768,-0.62986
0.11322,-0.59287
0.0022804,-0.5006
0.10695,-0.58766
0.22813,-0.68846
0.14998,-0.62345
0.69711,-1.0786
0.53008,-0.93962
0.15994,-0.63174
0.465,-0.88549
0.86275,-1.2163
0.41884,-0.84709
0.4707,-0.89023
0.82635,-1.1861
0.19364,-0.65977
0.036864,-0.52936
0.37167,-0.80786
0.74449,-1.118
0.53069,-0.94013
0.0055765,-0.50334
0.29371,-0.74301
0.14536,-0.61961
0.18872,-0.65568
0.34479,-0.78549
0.1743,-0.64369
0.77184,-1.1407
0.65631,-1.0446
0.95743,-1.2951
0.57197,-0.97447
0.95151,-1.2902
0.24785,-0.70486
0.54629,-0.9531
0.89262,-1.2412
0.91121,-1.2566
0.2072,-0.67105
0.41337,-0.84254
0.12031,-0.59877
0.55199,-0.95784
0.59364,-0.99249
0.79095,-1.1566
0.82475,-1.1847
0.025873,-0.52022
0.54716,-0.95383
0.26077,-0.71561
0.96934,-1.305
0.25824,-0.7135
0.85854,-1.2128
0.50103,-0.91546
0.32351,-0.7678
0.26166,-0.71635
0.66844,-1.0547
0.99684,-1.3279
0.20876,-0.67234
0.72626,-1.1028
0.27733,-0.72938
0.71259,-1.0914
0.7643,-1.1344
0.53816,-0.94634
0.4689,-0.88873
0.38991,-0.82303
0.26018,-0.71512
